Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
4286,Rent,962350.0,9 years,0.0,6.0,17.0,135894.0,0.0,37.0,0.0,debt consolidation,Short Term,99999999.0,103056.0,8581.0,716.0,0
4287,Rent,,4 years,0.0,15.0,8.0,518188.0,0.0,,0.0,debt consolidation,Short Term,359172.0,289997.0,26767.0,,0
4288,Home Mortgage,1121836.0,6 years,0.0,10.0,19.0,1276770.0,0.0,,0.0,buy a car,Short Term,99999999.0,6612.0,4740.0,748.0,0
4289,Home Mortgage,1711368.0,10+ years,0.0,13.0,16.1,1119976.0,0.0,,0.0,debt consolidation,Long Term,770616.0,750595.0,42784.0,6840.0,1
4290,Rent,910081.0,< 1 year,0.0,9.0,15.6,629662.0,0.0,,0.0,debt consolidation,Long Term,418770.0,384997.0,16078.0,694.0,0
4291,Home Mortgage,1755448.0,3 years,0.0,9.0,18.5,493878.0,0.0,73.0,0.0,debt consolidation,Short Term,357390.0,284924.0,14468.0,735.0,0
4292,Own Home,285779.0,9 years,0.0,9.0,19.3,251592.0,1.0,3.0,1.0,debt consolidation,Short Term,137324.0,96045.0,3072.0,727.0,0
4293,Home Mortgage,1235247.0,9 years,0.0,22.0,19.3,645238.0,0.0,,0.0,debt consolidation,Short Term,423038.0,361095.0,30778.0,704.0,0
4294,Home Mortgage,1124363.0,10+ years,0.0,13.0,29.3,632324.0,0.0,60.0,0.0,debt consolidation,Short Term,202026.0,169841.0,18552.0,739.0,1
4295,Home Mortgage,,9 years,0.0,9.0,14.5,0.0,0.0,2.0,0.0,business loan,Short Term,260810.0,0.0,53768.0,,0
4296,Rent,,2 years,0.0,7.0,10.6,217096.0,0.0,,0.0,debt consolidation,Short Term,171996.0,135736.0,4365.0,,0
4297,Rent,769120.0,1 year,0.0,9.0,32.0,104610.0,0.0,45.0,0.0,debt consolidation,Short Term,155848.0,67317.0,7627.0,7120.0,1
4298,Home Mortgage,1826679.0,10+ years,0.0,16.0,15.1,1727264.0,0.0,,0.0,debt consolidation,Short Term,575058.0,729448.0,34555.0,742.0,0
4299,Rent,675374.0,2 years,0.0,8.0,14.7,218680.0,0.0,,0.0,debt consolidation,Short Term,129580.0,50426.0,2415.0,736.0,1
4300,Home Mortgage,,4 years,0.0,5.0,19.7,793430.0,0.0,19.0,0.0,buy a car,Long Term,347006.0,170620.0,3602.0,,0
4301,Home Mortgage,,,0.0,19.0,51.9,1602524.0,0.0,17.0,0.0,home improvements,Short Term,108152.0,384750.0,28280.0,,0
4302,Home Mortgage,1157898.0,10+ years,0.0,12.0,22.6,427020.0,0.0,11.0,0.0,debt consolidation,Long Term,99999999.0,267387.0,11579.0,707.0,0
4303,Home Mortgage,,6 years,0.0,4.0,17.3,450428.0,0.0,17.0,0.0,home improvements,Short Term,218768.0,348555.0,20274.0,,0
4304,Home Mortgage,1220123.0,5 years,0.0,13.0,25.1,1105852.0,0.0,,0.0,other,Long Term,52162.0,298927.0,16502.0,748.0,0
4305,Home Mortgage,1030446.0,10+ years,0.0,10.0,26.9,734426.0,1.0,,1.0,debt consolidation,Short Term,99999999.0,570855.0,12623.0,726.0,0
4306,Rent,930164.0,9 years,0.0,9.0,26.3,584540.0,0.0,48.0,0.0,debt consolidation,Long Term,549516.0,460902.0,18681.0,672.0,1
4307,Home Mortgage,1593207.0,10+ years,0.0,9.0,18.1,1054790.0,0.0,,0.0,debt consolidation,Short Term,449944.0,174895.0,14870.0,750.0,0
4308,Home Mortgage,746168.0,10+ years,0.0,11.0,16.6,565378.0,0.0,,0.0,debt consolidation,Short Term,207350.0,206530.0,10322.0,747.0,0
4309,Rent,1842829.0,9 years,0.0,16.0,17.7,1961300.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,1170457.0,50831.0,732.0,0
4310,Home Mortgage,451117.0,2 years,0.0,9.0,14.8,226226.0,0.0,26.0,0.0,debt consolidation,Short Term,76186.0,99636.0,3741.0,705.0,1
4311,Home Mortgage,661618.0,4 years,0.0,4.0,6.8,148346.0,0.0,,0.0,other,Short Term,43780.0,9234.0,755.0,728.0,0
4312,Home Mortgage,1748247.0,10+ years,0.0,15.0,16.0,863104.0,0.0,27.0,0.0,debt consolidation,Short Term,678326.0,308598.0,32197.0,6560.0,1
4313,Rent,1224398.0,5 years,0.0,9.0,10.7,425546.0,0.0,,0.0,debt consolidation,Short Term,474188.0,293284.0,20203.0,6930.0,1
4314,Own Home,,,0.0,7.0,35.4,158840.0,2.0,63.0,1.0,other,Short Term,102080.0,38950.0,2042.0,,1
4315,Home Mortgage,1320044.0,< 1 year,0.0,11.0,10.0,227128.0,0.0,10.0,0.0,debt consolidation,Short Term,117436.0,132601.0,9669.0,717.0,0
4316,Own Home,,10+ years,0.0,10.0,21.4,415954.0,0.0,,0.0,debt consolidation,Short Term,219868.0,131119.0,10596.0,,1
4317,Rent,785080.0,2 years,0.0,11.0,17.8,383328.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,201286.0,11403.0,741.0,0
4318,Own Home,,5 years,0.0,15.0,27.0,1134298.0,0.0,,0.0,debt consolidation,Short Term,217624.0,88160.0,21332.0,,1
4319,Home Mortgage,,4 years,0.0,14.0,15.2,1958198.0,0.0,,0.0,debt consolidation,Long Term,246466.0,368676.0,7622.0,,1
4320,Rent,1564080.0,10+ years,0.0,14.0,16.4,552046.0,0.0,7.0,0.0,debt consolidation,Long Term,397540.0,355680.0,23591.0,720.0,0
4321,Home Mortgage,,10+ years,0.0,12.0,15.2,421058.0,0.0,,0.0,debt consolidation,Long Term,432564.0,298205.0,19365.0,,1
4322,Own Home,,6 years,0.0,21.0,21.4,1176230.0,0.0,7.0,0.0,home improvements,Short Term,579370.0,390070.0,23883.0,,0
4323,Home Mortgage,3103346.0,< 1 year,0.0,7.0,15.3,32670.0,0.0,33.0,0.0,debt consolidation,Long Term,470404.0,27531.0,53274.0,676.0,0
4324,Home Mortgage,,10+ years,0.0,9.0,17.0,423192.0,1.0,1.0,0.0,debt consolidation,Long Term,394504.0,199918.0,20410.0,,1
4325,Own Home,672657.0,1 year,0.0,9.0,19.7,320540.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,219241.0,12556.0,669.0,0
4326,Rent,683392.0,3 years,0.0,7.0,10.0,333520.0,0.0,,0.0,debt consolidation,Short Term,149930.0,126464.0,9454.0,751.0,0
4327,Home Mortgage,1218451.0,1 year,0.0,21.0,10.8,123750.0,0.0,72.0,0.0,debt consolidation,Short Term,151932.0,93081.0,24877.0,737.0,0
4328,Rent,1079732.0,4 years,0.0,4.0,15.7,232804.0,0.0,46.0,0.0,debt consolidation,Short Term,99999999.0,101745.0,9898.0,743.0,0
4329,Home Mortgage,5204632.0,10+ years,0.0,7.0,18.9,1887710.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,601578.0,41073.0,742.0,0
4330,Rent,1634494.0,7 years,0.0,16.0,20.0,1038048.0,0.0,,0.0,debt consolidation,Long Term,550176.0,563008.0,34188.0,720.0,0
4331,Home Mortgage,933774.0,2 years,0.0,6.0,20.2,1285460.0,0.0,,0.0,home improvements,Short Term,99999999.0,112119.0,5641.0,746.0,0
4332,Rent,939740.0,10+ years,0.0,6.0,24.4,239404.0,0.0,,0.0,home improvements,Short Term,95216.0,185877.0,12295.0,696.0,1
4333,Home Mortgage,1944080.0,10+ years,0.0,9.0,21.7,1202454.0,0.0,,0.0,debt consolidation,Short Term,262812.0,743546.0,34832.0,748.0,0
4334,Rent,772749.0,< 1 year,0.0,9.0,19.6,575124.0,0.0,19.0,,debt consolidation,Short Term,167882.0,152988.0,7792.0,729.0,0
4335,Home Mortgage,1396082.0,2 years,0.0,7.0,11.8,0.0,0.0,,0.0,debt consolidation,Long Term,387970.0,0.0,9377.0,743.0,0
4336,Home Mortgage,,7 years,0.0,19.0,12.7,650958.0,0.0,,0.0,debt consolidation,Short Term,445984.0,312588.0,23688.0,,1
4337,Home Mortgage,1458060.0,10+ years,0.0,8.0,12.3,290048.0,0.0,74.0,0.0,debt consolidation,Long Term,297704.0,88920.0,1883.0,711.0,0
4338,Home Mortgage,,7 years,0.0,6.0,8.9,382866.0,0.0,,0.0,debt consolidation,Long Term,270248.0,116394.0,8428.0,,1
4339,Home Mortgage,,7 years,0.0,9.0,38.2,215776.0,0.0,41.0,0.0,debt consolidation,Short Term,326964.0,142196.0,17288.0,,1
4340,Rent,1274786.0,4 years,0.0,10.0,9.1,270996.0,0.0,27.0,0.0,buy a car,Short Term,165242.0,105089.0,8414.0,721.0,1
4341,Rent,664544.0,10+ years,0.0,8.0,13.6,308242.0,0.0,,0.0,other,Short Term,87934.0,207100.0,12238.0,738.0,1
4342,Rent,,4 years,0.0,5.0,15.6,116952.0,1.0,1.0,1.0,debt consolidation,Short Term,181984.0,78679.0,13160.0,,1
4343,Home Mortgage,1845698.0,1 year,0.0,16.0,20.9,500478.0,1.0,,1.0,debt consolidation,Short Term,99999999.0,111511.0,29993.0,746.0,0
4344,Home Mortgage,1390705.0,2 years,0.0,9.0,7.7,210232.0,0.0,,0.0,debt consolidation,Short Term,201278.0,108946.0,11184.0,736.0,0
4345,Rent,638723.0,6 years,0.0,6.0,15.9,207702.0,1.0,,1.0,buy a car,Short Term,255882.0,16853.0,12561.0,7280.0,1
4346,Home Mortgage,976961.0,,0.0,7.0,15.8,307010.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,69730.0,15794.0,751.0,0
4347,Home Mortgage,,6 years,0.0,12.0,13.0,660638.0,0.0,,0.0,debt consolidation,Long Term,439956.0,89015.0,11836.0,,1
4348,Home Mortgage,,9 years,0.0,4.0,15.0,262856.0,1.0,,1.0,debt consolidation,Short Term,96316.0,72637.0,2626.0,,0
4349,Home Mortgage,672714.0,< 1 year,0.0,18.0,12.5,776930.0,0.0,47.0,0.0,debt consolidation,Long Term,342408.0,224105.0,11660.0,689.0,0
4350,Rent,783788.0,8 years,0.0,10.0,14.0,352176.0,0.0,11.0,0.0,other,Short Term,231748.0,238146.0,18876.0,643.0,0
4351,Home Mortgage,1465128.0,3 years,0.0,9.0,15.4,281292.0,0.0,,0.0,debt consolidation,Short Term,429484.0,201875.0,11501.0,741.0,0
4352,Home Mortgage,4770425.0,8 years,0.0,11.0,14.0,456170.0,0.0,4.0,0.0,debt consolidation,Short Term,424226.0,320682.0,36851.0,744.0,0
4353,Home Mortgage,,10+ years,0.0,6.0,25.2,243760.0,1.0,62.0,1.0,debt consolidation,Short Term,323774.0,152399.0,14043.0,,0
4354,Rent,698155.0,2 years,0.0,7.0,15.0,627022.0,0.0,,0.0,debt consolidation,Short Term,262174.0,257222.0,5585.0,741.0,1
4355,Home Mortgage,1331197.0,5 years,0.0,13.0,13.2,270666.0,0.0,7.0,0.0,other,Short Term,279642.0,111264.0,25182.0,7050.0,1
4356,Home Mortgage,,10+ years,0.0,18.0,27.2,828146.0,0.0,,0.0,debt consolidation,Long Term,521708.0,446291.0,22141.0,,0
4357,Own Home,763838.0,3 years,0.0,17.0,13.0,360712.0,0.0,,0.0,home improvements,Short Term,99999999.0,64182.0,2406.0,744.0,0
4358,Home Mortgage,1008368.0,,0.0,14.0,40.3,758450.0,0.0,,0.0,home improvements,Short Term,99999999.0,336680.0,24033.0,741.0,0
4359,Own Home,612902.0,2 years,0.0,29.0,9.8,562628.0,0.0,29.0,0.0,debt consolidation,Short Term,172040.0,98648.0,11134.0,731.0,0
4360,Own Home,670320.0,4 years,0.0,16.0,10.2,423522.0,0.0,,0.0,debt consolidation,Long Term,319330.0,209589.0,7485.0,668.0,1
4361,Own Home,465310.0,1 year,0.0,16.0,17.0,503910.0,0.0,29.0,0.0,debt consolidation,Short Term,60346.0,233263.0,8608.0,702.0,0
4362,Home Mortgage,1874787.0,10+ years,1.0,12.0,26.8,744700.0,1.0,72.0,0.0,debt consolidation,Short Term,394702.0,218025.0,23591.0,749.0,0
4363,Home Mortgage,,1 year,0.0,7.0,18.6,376948.0,0.0,,0.0,debt consolidation,Short Term,199386.0,194674.0,11077.0,,0
4364,Home Mortgage,2078657.0,6 years,0.0,7.0,20.2,918060.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,440838.0,15122.0,747.0,0
4365,Rent,729315.0,3 years,0.0,4.0,13.8,6556.0,1.0,,0.0,other,Short Term,174570.0,5624.0,5992.0,650.0,1
4366,Home Mortgage,1449073.0,10+ years,2.0,11.0,15.4,824340.0,2.0,,0.0,debt consolidation,Short Term,219472.0,229957.0,19925.0,739.0,0
4367,Home Mortgage,1576924.0,10+ years,0.0,11.0,16.9,448800.0,0.0,7.0,0.0,other,Long Term,371382.0,158536.0,2484.0,676.0,0
4368,Rent,1547512.0,3 years,0.0,7.0,9.9,489874.0,0.0,,0.0,debt consolidation,Short Term,268774.0,117610.0,16790.0,743.0,0
4369,Rent,1478067.0,1 year,0.0,9.0,20.1,905014.0,0.0,42.0,0.0,debt consolidation,Short Term,555676.0,684684.0,25829.0,697.0,0
4370,Own Home,1288675.0,3 years,0.0,4.0,12.6,201784.0,0.0,,0.0,debt consolidation,Short Term,161304.0,89566.0,12264.0,743.0,0
4371,Rent,1360191.0,10+ years,0.0,6.0,16.4,277068.0,0.0,,0.0,debt consolidation,Short Term,532378.0,119643.0,3548.0,7400.0,1
4372,Rent,650370.0,4 years,0.0,5.0,7.9,468996.0,0.0,,0.0,debt consolidation,Short Term,107580.0,132050.0,5582.0,748.0,1
4373,Rent,,6 years,0.0,4.0,22.3,199474.0,1.0,,1.0,debt consolidation,Short Term,221914.0,153159.0,6001.0,,0
4374,Rent,898814.0,,0.0,7.0,34.4,1465442.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,816316.0,13632.0,700.0,0
4375,Home Mortgage,1006677.0,10+ years,0.0,12.0,17.7,165814.0,0.0,,0.0,debt consolidation,Short Term,124410.0,95950.0,23405.0,717.0,0
4376,Rent,,10+ years,0.0,4.0,22.9,110462.0,0.0,53.0,0.0,debt consolidation,Short Term,196064.0,91485.0,11553.0,,1
4377,Rent,960165.0,7 years,0.0,11.0,13.7,231220.0,2.0,,2.0,debt consolidation,Short Term,191224.0,37544.0,12082.0,708.0,0
4378,Rent,649344.0,1 year,0.0,19.0,15.6,163262.0,1.0,50.0,1.0,other,Short Term,138688.0,100111.0,11688.0,686.0,0
4379,Rent,2137025.0,1 year,0.0,16.0,21.6,532752.0,0.0,10.0,0.0,buy a car,Short Term,233948.0,259958.0,30809.0,745.0,0
4380,Rent,770716.0,< 1 year,0.0,11.0,15.8,393184.0,0.0,,0.0,debt consolidation,Short Term,223102.0,106628.0,9345.0,750.0,0
4381,Rent,,,1.0,12.0,24.6,275704.0,2.0,,1.0,debt consolidation,Short Term,107800.0,92150.0,16266.0,,0
4382,Own Home,4190792.0,2 years,0.0,9.0,15.8,0.0,0.0,65.0,0.0,wedding,Long Term,754842.0,0.0,29335.0,668.0,0
4383,Rent,,8 years,0.0,11.0,19.3,192632.0,1.0,,1.0,debt consolidation,Short Term,179146.0,101479.0,12861.0,,1
4384,Home Mortgage,2802671.0,8 years,0.0,30.0,36.1,1297802.0,0.0,21.0,0.0,educational expenses,Short Term,99999999.0,574997.0,46711.0,646.0,0
4385,Rent,578094.0,3 years,0.0,12.0,16.1,461714.0,0.0,,0.0,buy a car,Long Term,145024.0,116831.0,13393.0,738.0,0
4386,Home Mortgage,1034037.0,8 years,0.0,9.0,31.9,326678.0,1.0,48.0,0.0,home improvements,Short Term,217690.0,152646.0,27057.0,721.0,0
4387,Home Mortgage,1165536.0,10+ years,0.0,15.0,23.4,909348.0,0.0,48.0,0.0,debt consolidation,Short Term,342782.0,125647.0,30595.0,728.0,0
4388,Rent,2103376.0,8 years,0.0,8.0,17.5,949410.0,0.0,53.0,0.0,debt consolidation,Short Term,99999999.0,586264.0,19456.0,734.0,0
4389,Rent,678794.0,10+ years,0.0,6.0,11.3,526240.0,0.0,,0.0,debt consolidation,Long Term,392986.0,295412.0,8994.0,7040.0,1
4390,Own Home,,3 years,0.0,10.0,50.0,2998908.0,0.0,,0.0,debt consolidation,Short Term,305448.0,2224786.0,58788.0,,0
4391,Rent,,10+ years,0.0,16.0,35.8,829708.0,0.0,,0.0,debt consolidation,Short Term,403612.0,397689.0,25416.0,,0
4392,Home Mortgage,,2 years,0.0,15.0,21.0,416394.0,1.0,,1.0,debt consolidation,Short Term,261646.0,181963.0,28523.0,,0
4393,Rent,2753898.0,10+ years,0.0,11.0,20.0,426690.0,0.0,21.0,0.0,debt consolidation,Long Term,310618.0,245062.0,40620.0,703.0,0
4394,Home Mortgage,1390021.0,8 years,0.0,9.0,14.0,583044.0,0.0,34.0,0.0,debt consolidation,Short Term,214610.0,117325.0,18997.0,712.0,0
4395,Home Mortgage,1448940.0,< 1 year,0.0,10.0,20.0,1250392.0,0.0,12.0,0.0,debt consolidation,Short Term,268444.0,387676.0,19440.0,733.0,1
4396,Home Mortgage,1029743.0,10+ years,0.0,11.0,14.7,190806.0,0.0,7.0,0.0,debt consolidation,Long Term,99999999.0,124412.0,25486.0,714.0,0
4397,Rent,2080728.0,3 years,0.0,13.0,21.7,430760.0,0.0,31.0,0.0,debt consolidation,Short Term,178464.0,312132.0,27917.0,701.0,1
4398,Rent,983820.0,1 year,0.0,6.0,16.5,0.0,0.0,,0.0,other,Short Term,44682.0,0.0,5288.0,748.0,0
4399,Rent,,2 years,0.0,13.0,20.4,890714.0,0.0,67.0,0.0,debt consolidation,Short Term,718498.0,436164.0,30122.0,,1
4400,Rent,1500088.0,8 years,0.0,16.0,13.5,1186130.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,154679.0,22376.0,747.0,0
4401,Rent,,10+ years,0.0,7.0,25.1,211090.0,1.0,,1.0,debt consolidation,Short Term,251922.0,108661.0,7999.0,,0
4402,Rent,,< 1 year,0.0,7.0,14.0,296868.0,0.0,42.0,0.0,debt consolidation,Long Term,221496.0,150765.0,11637.0,,1
4403,Rent,,7 years,0.0,25.0,11.3,365728.0,1.0,61.0,1.0,debt consolidation,Short Term,180620.0,117173.0,13093.0,,0
4404,Home Mortgage,1146726.0,9 years,1.0,5.0,17.5,92994.0,1.0,60.0,0.0,debt consolidation,Short Term,99999999.0,53390.0,12232.0,721.0,0
4405,Home Mortgage,,6 years,0.0,3.0,22.5,0.0,0.0,35.0,0.0,medical bills,Short Term,86724.0,0.0,4999.0,,0
4406,Rent,1868460.0,8 years,0.0,7.0,9.9,235884.0,0.0,,0.0,debt consolidation,Short Term,680416.0,143431.0,20086.0,719.0,0
4407,Home Mortgage,1224873.0,2 years,0.0,8.0,11.3,294734.0,0.0,,0.0,home improvements,Short Term,327294.0,127775.0,19190.0,738.0,0
4408,Rent,2670963.0,2 years,0.0,17.0,20.7,221430.0,0.0,28.0,0.0,debt consolidation,Short Term,153538.0,148960.0,46742.0,724.0,0
4409,Rent,517902.0,2 years,0.0,3.0,7.7,44748.0,0.0,,0.0,debt consolidation,Short Term,267960.0,19836.0,10013.0,737.0,1
4410,Home Mortgage,1207659.0,10+ years,0.0,4.0,23.2,248072.0,0.0,,0.0,debt consolidation,Long Term,430232.0,30210.0,11392.0,702.0,0
4411,Rent,441769.0,< 1 year,0.0,5.0,12.6,49126.0,0.0,14.0,0.0,debt consolidation,Short Term,99999999.0,1824.0,9535.0,733.0,0
4412,Rent,468597.0,< 1 year,0.0,6.0,11.2,319000.0,0.0,,0.0,debt consolidation,Short Term,194238.0,147668.0,4373.0,716.0,0
4413,Home Mortgage,1410180.0,< 1 year,0.0,6.0,23.6,544104.0,0.0,,0.0,debt consolidation,Short Term,217712.0,307800.0,13397.0,745.0,0
4414,Own Home,1157499.0,6 years,0.0,15.0,18.0,568480.0,1.0,,1.0,debt consolidation,Short Term,216172.0,189506.0,12250.0,709.0,0
4415,Own Home,988589.0,8 years,0.0,9.0,22.7,587532.0,1.0,18.0,0.0,debt consolidation,Short Term,220132.0,184699.0,13428.0,733.0,0
4416,Rent,853043.0,10+ years,3.0,4.0,14.1,76868.0,3.0,18.0,0.0,debt consolidation,Short Term,99999999.0,30400.0,1855.0,722.0,0
4417,Home Mortgage,1063924.0,10+ years,0.0,7.0,14.5,585574.0,0.0,26.0,0.0,debt consolidation,Short Term,188144.0,66747.0,11260.0,750.0,0
4418,Rent,965675.0,3 years,0.0,20.0,13.7,798534.0,1.0,58.0,1.0,debt consolidation,Long Term,250470.0,89661.0,26154.0,709.0,1
4419,Home Mortgage,431091.0,4 years,0.0,9.0,8.3,239404.0,0.0,,0.0,major purchase,Short Term,48796.0,87875.0,8299.0,724.0,0
4420,Rent,349220.0,10+ years,0.0,5.0,15.4,101156.0,0.0,,0.0,small business,Short Term,40436.0,34770.0,6926.0,750.0,0
4421,Own Home,780596.0,< 1 year,0.0,9.0,10.0,265364.0,0.0,,0.0,debt consolidation,Short Term,173822.0,101992.0,22182.0,723.0,0
4422,Home Mortgage,,3 years,0.0,19.0,16.6,882200.0,0.0,8.0,0.0,debt consolidation,Short Term,216546.0,316958.0,17492.0,,0
4423,Rent,1801751.0,< 1 year,0.0,8.0,9.5,239470.0,0.0,,0.0,debt consolidation,Short Term,181170.0,156560.0,19219.0,746.0,0
4424,Home Mortgage,,3 years,0.0,14.0,20.5,621104.0,0.0,64.0,0.0,debt consolidation,Short Term,218042.0,468293.0,31212.0,,0
4425,Rent,897769.0,4 years,0.0,2.0,17.9,4334.0,0.0,,0.0,other,Short Term,43318.0,3382.0,7392.0,708.0,0
4426,Rent,1918810.0,7 years,0.0,15.0,16.7,727100.0,0.0,23.0,0.0,other,Short Term,348524.0,292619.0,17269.0,7310.0,1
4427,Rent,,10+ years,0.0,9.0,26.6,1452000.0,0.0,54.0,0.0,debt consolidation,Short Term,329604.0,634524.0,10055.0,,0
4428,Home Mortgage,,,0.0,14.0,19.6,555522.0,1.0,,1.0,debt consolidation,Short Term,261514.0,307534.0,22962.0,,0
4429,Home Mortgage,1908170.0,5 years,0.0,8.0,10.1,487300.0,0.0,,0.0,home improvements,Short Term,220946.0,46284.0,7378.0,751.0,0
4430,Rent,,4 years,0.0,18.0,18.8,754336.0,0.0,6.0,0.0,debt consolidation,Short Term,128480.0,155040.0,7822.0,,1
4431,Own Home,,7 years,0.0,17.0,17.1,592196.0,0.0,,0.0,debt consolidation,Long Term,554136.0,323247.0,37621.0,,1
4432,Home Mortgage,,1 year,0.0,9.0,17.1,764126.0,0.0,79.0,0.0,debt consolidation,Short Term,481910.0,440173.0,17421.0,,0
4433,Home Mortgage,,10+ years,0.0,17.0,23.2,1381292.0,0.0,,0.0,debt consolidation,Short Term,656172.0,566637.0,24925.0,,0
4434,Rent,1097402.0,7 years,0.0,15.0,9.6,57992.0,0.0,16.0,0.0,debt consolidation,Long Term,355014.0,31654.0,11797.0,704.0,1
4435,Home Mortgage,1035177.0,3 years,0.0,11.0,15.4,662002.0,0.0,,0.0,home improvements,Long Term,528484.0,277856.0,21911.0,730.0,1
4436,Rent,605796.0,6 years,0.0,13.0,9.4,416636.0,0.0,17.0,0.0,debt consolidation,Short Term,111342.0,176320.0,14337.0,7480.0,1
4437,Home Mortgage,,8 years,0.0,19.0,17.2,1040864.0,0.0,,0.0,debt consolidation,Short Term,130614.0,87191.0,20869.0,,0
4438,Home Mortgage,1193903.0,10+ years,0.0,11.0,20.9,292578.0,1.0,,1.0,other,Short Term,193424.0,146566.0,26166.0,707.0,0
4439,Home Mortgage,4831700.0,2 years,0.0,15.0,28.0,722788.0,0.0,23.0,0.0,business loan,Short Term,537086.0,493753.0,89789.0,690.0,1
4440,Own Home,254410.0,,0.0,4.0,7.8,95128.0,0.0,,0.0,buy a car,Short Term,85954.0,67203.0,2905.0,646.0,1
4441,Home Mortgage,1484584.0,5 years,0.0,22.0,22.9,606100.0,1.0,8.0,1.0,debt consolidation,Long Term,687588.0,48165.0,49239.0,695.0,1
4442,Own Home,245518.0,1 year,0.0,17.0,9.3,271106.0,0.0,,0.0,debt consolidation,Short Term,112068.0,125020.0,6363.0,718.0,0
4443,Home Mortgage,1478979.0,1 year,0.0,12.0,13.0,826980.0,0.0,,0.0,debt consolidation,Short Term,593736.0,208544.0,36605.0,746.0,0
4444,Home Mortgage,,5 years,0.0,15.0,19.4,880110.0,0.0,,0.0,debt consolidation,Long Term,750838.0,478857.0,35098.0,,0
4445,Home Mortgage,5725194.0,2 years,0.0,7.0,25.4,846516.0,0.0,2.0,0.0,medical bills,Short Term,222200.0,676248.0,31011.0,745.0,0
4446,Rent,1419186.0,10+ years,0.0,8.0,25.5,360162.0,0.0,61.0,0.0,other,Short Term,270116.0,12122.0,390.0,748.0,0
4447,Own Home,950190.0,10+ years,0.0,13.0,27.6,1032042.0,0.0,19.0,0.0,business loan,Long Term,489588.0,528561.0,16359.0,614.0,1
4448,Rent,867996.0,2 years,0.0,6.0,8.2,259006.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,102676.0,7667.0,724.0,0
4449,Home Mortgage,,8 years,0.0,8.0,18.5,502436.0,0.0,,0.0,debt consolidation,Short Term,221276.0,296362.0,13600.0,,0
4450,Home Mortgage,1308853.0,1 year,0.0,11.0,16.6,439384.0,0.0,31.0,0.0,home improvements,Short Term,162382.0,97907.0,10024.0,706.0,0
4451,Rent,668135.0,7 years,0.0,9.0,9.7,296186.0,0.0,,0.0,debt consolidation,Short Term,254188.0,203357.0,10300.0,731.0,0
4452,Rent,1158354.0,2 years,0.0,11.0,23.0,225412.0,0.0,14.0,0.0,debt consolidation,Short Term,223542.0,153786.0,27028.0,730.0,0
4453,Rent,775827.0,3 years,0.0,9.0,19.7,537658.0,0.0,38.0,0.0,debt consolidation,Short Term,286220.0,336642.0,10215.0,725.0,0
4454,Rent,1683685.0,6 years,0.0,16.0,27.2,1277452.0,0.0,9.0,0.0,debt consolidation,Short Term,647636.0,240502.0,16977.0,737.0,0
4455,Home Mortgage,,10+ years,0.0,15.0,25.7,2301662.0,0.0,5.0,0.0,debt consolidation,Long Term,751058.0,916389.0,34183.0,,0
4456,Rent,1653266.0,10+ years,0.0,8.0,17.0,606408.0,0.0,42.0,0.0,debt consolidation,Short Term,326304.0,237253.0,10237.0,725.0,0
4457,Home Mortgage,1258712.0,10+ years,0.0,18.0,17.9,591338.0,0.0,77.0,0.0,debt consolidation,Short Term,224224.0,203775.0,23181.0,745.0,0
4458,Rent,763268.0,7 years,0.0,9.0,25.1,422774.0,0.0,,0.0,debt consolidation,Short Term,76384.0,345040.0,12021.0,701.0,0
4459,Rent,1405164.0,5 years,0.0,14.0,11.8,356598.0,0.0,,0.0,debt consolidation,Long Term,445764.0,292258.0,27050.0,699.0,0
4460,Rent,985340.0,< 1 year,0.0,16.0,17.4,798578.0,0.0,,0.0,debt consolidation,Short Term,285230.0,244834.0,17982.0,716.0,0
4461,Rent,5628750.0,7 years,0.0,7.0,28.6,855536.0,0.0,14.0,0.0,other,Short Term,434500.0,67982.0,2627.0,727.0,0
4462,Home Mortgage,,10+ years,0.0,14.0,9.9,444642.0,0.0,,0.0,debt consolidation,Short Term,110770.0,81415.0,7845.0,,0
4463,Home Mortgage,1968476.0,10+ years,0.0,12.0,24.0,412852.0,1.0,29.0,1.0,debt consolidation,Short Term,325622.0,113734.0,17880.0,744.0,0
4464,Home Mortgage,3785446.0,2 years,0.0,11.0,45.2,537680.0,0.0,79.0,0.0,other,Long Term,559086.0,107730.0,6845.0,709.0,0
4465,Rent,,4 years,0.0,10.0,20.0,109648.0,1.0,,1.0,medical bills,Short Term,78980.0,46968.0,20841.0,,1
